7.555000000000000000e+02,3.573887528443024486e+00
6.475000000000000000e+02,3.573887528444049888e+00
6.340000000000000000e+02,3.572457236229288124e+00
6.205000000000000000e+02,3.569954726731707773e+00
6.070000000000000000e+02,3.567449719420841880e+00
5.935000000000000000e+02,3.564942207751566894e+00
5.800000000000000000e+02,3.562432184657839507e+00
4.303860532568230610e+02,3.500000000000000000e+00
3.097954787658997020e+02,3.375000000000000000e+00
2.433319323662418867e+02,3.250000000000000000e+00
1.962578908150460393e+02,3.125000000000000000e+00
1.610411119905914461e+02,3.000000000000000000e+00
1.337262115387022732e+02,2.875000000000000000e+00
1.119953786857256688e+02,2.750000000000000000e+00
9.440259399307335286e+01,2.625000000000000000e+00
8.000395355462326563e+01,2.500000000000000000e+00
7.245028040111976964e+01,1.625000000000000000e+00
7.234470348213775992e+01,1.500000000000000000e+00
7.256600089683206534e+01,1.375000000000000000e+00
7.626418426431823150e+01,1.250000000000000000e+00
1.024577408774346452e+02,1.125000000000000000e+00
1.292301873715258580e+02,1.000000000000000000e+00
5.800000000000000000e+02,-9.089385624195729428e-11
5.935000000000000000e+02,-1.490758421307880415e-10
7.555000000000000000e+02,-9.472248746251054773e-11
7.960000000000000000e+02,4.089044224773062046e-10
8.365000000000000000e+02,1.505911370058349864e-09
8.500000000000000000e+02,4.228438269953332940e-01
8.558635888714113662e+02,1.000000000000000000e+00
8.556342013019218484e+02,1.125000000000000000e+00
8.549324945989969819e+02,1.250000000000000000e+00
8.537646665733542477e+02,1.375000000000000000e+00
8.521522886729094353e+02,1.500000000000000000e+00
8.501227562543160730e+02,1.625000000000000000e+00
8.500000000000000000e+02,1.631828543293748268e+00
8.476832867462903778e+02,1.750000000000000000e+00
8.448485605509296192e+02,1.875000000000000000e+00
8.416355561619806167e+02,2.000000000000000000e+00
8.380284914615858725e+02,2.125000000000000000e+00
8.365000000000000000e+02,2.174419678587013127e+00
8.340411988424846186e+02,2.250000000000000000e+00
8.296578103638696575e+02,2.375000000000000000e+00
8.249120491036321710e+02,2.500000000000000000e+00
8.230000000000000000e+02,2.548208954566845819e+00
8.198636908902686855e+02,2.625000000000000000e+00
8.144544166793045861e+02,2.750000000000000000e+00
8.095000000000000000e+02,2.859090296457893032e+00
8.087559908084600693e+02,2.875000000000000000e+00
8.026694450233557063e+02,3.000000000000000000e+00
7.961827943126805849e+02,3.125000000000000000e+00
7.960000000000000000e+02,3.128416102346707195e+00
7.893210051412993380e+02,3.250000000000000000e+00
7.825000000000000000e+02,3.368403906466927555e+00
7.821110598796899467e+02,3.375000000000000000e+00
7.745724000308979384e+02,3.500000000000000000e+00
7.690000000000000000e+02,3.573887528214648945e+00
